qualifier,annotationextension,id,ontologytermid,subjectid,class
,,1005732,1001676,1005722,org.intermine.model.bio.GOAnnotation
,,1005784,1001458,1005785,org.intermine.model.bio.GOAnnotation
,,1005787,1001088,1005785,org.intermine.model.bio.GOAnnotation
,,1005789,1001462,1005785,org.intermine.model.bio.GOAnnotation
,,1005795,1005031,1005796,org.intermine.model.bio.GOAnnotation
,,1005798,1002167,1005796,org.intermine.model.bio.GOAnnotation
,,1005841,1001176,1005842,org.intermine.model.bio.GOAnnotation
,,1005844,1001180,1005842,org.intermine.model.bio.GOAnnotation
,,1005846,1001183,1005842,org.intermine.model.bio.GOAnnotation
,,1005852,1001885,1005853,org.intermine.model.bio.GOAnnotation
,,1005859,1001176,1005860,org.intermine.model.bio.GOAnnotation
,,1005862,1001180,1005860,org.intermine.model.bio.GOAnnotation
,,1005864,1001183,1005860,org.intermine.model.bio.GOAnnotation
,,1005873,1002183,1005874,org.intermine.model.bio.GOAnnotation
,,1005876,1002187,1005874,org.intermine.model.bio.GOAnnotation
,,1005878,1002190,1005874,org.intermine.model.bio.GOAnnotation
,,1005880,1001676,1005874,org.intermine.model.bio.GOAnnotation
,,1005927,1005925,1005928,org.intermine.model.bio.GOAnnotation
,,1005931,1005929,1005928,org.intermine.model.bio.GOAnnotation
,,1005933,1001676,1005928,org.intermine.model.bio.GOAnnotation
,,1005962,1002175,1005963,org.intermine.model.bio.GOAnnotation
,,1005980,1005978,1005981,org.intermine.model.bio.GOAnnotation
,,1005984,1005982,1005981,org.intermine.model.bio.GOAnnotation
,,1005990,1000478,1005991,org.intermine.model.bio.GOAnnotation
,,1005994,1005992,1005991,org.intermine.model.bio.GOAnnotation
,,1005996,1001223,1005991,org.intermine.model.bio.GOAnnotation
,,1005999,1005997,1005991,org.intermine.model.bio.GOAnnotation
,,1006001,1001451,1005991,org.intermine.model.bio.GOAnnotation
,,1006023,1006021,1006024,org.intermine.model.bio.GOAnnotation
,,1006026,1001056,1006024,org.intermine.model.bio.GOAnnotation
,,1006029,1006027,1006024,org.intermine.model.bio.GOAnnotation
,,1006053,1002957,1006054,org.intermine.model.bio.GOAnnotation
,,1006056,1002961,1006054,org.intermine.model.bio.GOAnnotation
,,1006090,1001462,1006091,org.intermine.model.bio.GOAnnotation
,,1006097,1001223,1006098,org.intermine.model.bio.GOAnnotation
,,1006109,1001088,1006110,org.intermine.model.bio.GOAnnotation
,,1006112,1001462,1006110,org.intermine.model.bio.GOAnnotation
,,1006119,1001176,1006120,org.intermine.model.bio.GOAnnotation
,,1006122,1002802,1006120,org.intermine.model.bio.GOAnnotation
,,1006124,1003023,1006120,org.intermine.model.bio.GOAnnotation
,,1006126,1001183,1006120,org.intermine.model.bio.GOAnnotation
,,1006132,1002374,1006133,org.intermine.model.bio.GOAnnotation
,,1006139,1001458,1006140,org.intermine.model.bio.GOAnnotation
,,1006142,1001462,1006140,org.intermine.model.bio.GOAnnotation
,,1006159,1002688,1006160,org.intermine.model.bio.GOAnnotation
,,1006180,1006178,1006181,org.intermine.model.bio.GOAnnotation
,,1006184,1006182,1006181,org.intermine.model.bio.GOAnnotation
,,1006212,1003043,1006213,org.intermine.model.bio.GOAnnotation
,,1006216,1006214,1006213,org.intermine.model.bio.GOAnnotation
,,1006232,1001664,1006233,org.intermine.model.bio.GOAnnotation
,,1006235,1001668,1006233,org.intermine.model.bio.GOAnnotation
,,1006237,1001223,1006233,org.intermine.model.bio.GOAnnotation
,,1006239,1001673,1006233,org.intermine.model.bio.GOAnnotation
,,1006241,1001676,1006233,org.intermine.model.bio.GOAnnotation
,,1006247,1001223,1006248,org.intermine.model.bio.GOAnnotation
,,1006250,1001451,1006248,org.intermine.model.bio.GOAnnotation
,,1006300,1006298,1006301,org.intermine.model.bio.GOAnnotation
,,1006351,1006349,1006352,org.intermine.model.bio.GOAnnotation
,,1006354,1001056,1006352,org.intermine.model.bio.GOAnnotation
,,1006361,1001859,1006362,org.intermine.model.bio.GOAnnotation
,,1006364,1001863,1006362,org.intermine.model.bio.GOAnnotation
,,1006366,1001676,1006362,org.intermine.model.bio.GOAnnotation
,,1006372,1001458,1006373,org.intermine.model.bio.GOAnnotation
,,1006375,1001462,1006373,org.intermine.model.bio.GOAnnotation
,,1006400,1006398,1006401,org.intermine.model.bio.GOAnnotation
,,1006404,1006402,1006401,org.intermine.model.bio.GOAnnotation
,,1006407,1006405,1006401,org.intermine.model.bio.GOAnnotation
,,1006409,1006178,1006401,org.intermine.model.bio.GOAnnotation
,,1006412,1006410,1006401,org.intermine.model.bio.GOAnnotation
,,1006447,1003267,1006448,org.intermine.model.bio.GOAnnotation
,,1006450,1001223,1006448,org.intermine.model.bio.GOAnnotation
,,1006498,1001251,1006499,org.intermine.model.bio.GOAnnotation
,,1006502,1006500,1006499,org.intermine.model.bio.GOAnnotation
,,1006504,1001104,1006499,org.intermine.model.bio.GOAnnotation
,,1006511,1001844,1006512,org.intermine.model.bio.GOAnnotation
,,1006514,1001742,1006512,org.intermine.model.bio.GOAnnotation
,,1006537,1002613,1006538,org.intermine.model.bio.GOAnnotation
,,1006540,1002688,1006538,org.intermine.model.bio.GOAnnotation
,,1006542,1002616,1006538,org.intermine.model.bio.GOAnnotation
,,1006568,1001251,1006569,org.intermine.model.bio.GOAnnotation
,,1006576,1006574,1006577,org.intermine.model.bio.GOAnnotation
,,1006598,1001176,1006599,org.intermine.model.bio.GOAnnotation
,,1006602,1006600,1006599,org.intermine.model.bio.GOAnnotation
,,1006604,1001183,1006599,org.intermine.model.bio.GOAnnotation
,,1006636,1002224,1006637,org.intermine.model.bio.GOAnnotation
,,1006651,1006649,1006652,org.intermine.model.bio.GOAnnotation
,,1006654,1001451,1006652,org.intermine.model.bio.GOAnnotation
,,1006656,1005238,1006652,org.intermine.model.bio.GOAnnotation
,,1006683,1006649,1006684,org.intermine.model.bio.GOAnnotation
,,1006687,1006685,1006684,org.intermine.model.bio.GOAnnotation
,,1006689,1001451,1006684,org.intermine.model.bio.GOAnnotation
,,1006691,1005238,1006684,org.intermine.model.bio.GOAnnotation
,,1006707,1001458,1006708,org.intermine.model.bio.GOAnnotation
,,1006710,1001462,1006708,org.intermine.model.bio.GOAnnotation
,,1006721,1001859,1006722,org.intermine.model.bio.GOAnnotation
,,1006724,1001863,1006722,org.intermine.model.bio.GOAnnotation
,,1006726,1001676,1006722,org.intermine.model.bio.GOAnnotation
,,1006732,1000478,1006733,org.intermine.model.bio.GOAnnotation
,,1006735,1001088,1006733,org.intermine.model.bio.GOAnnotation
,,1006737,1001462,1006733,org.intermine.model.bio.GOAnnotation
,,1006759,1000478,1006760,org.intermine.model.bio.GOAnnotation
,,1006762,1001088,1006760,org.intermine.model.bio.GOAnnotation
,,1006790,1006788,1006791,org.intermine.model.bio.GOAnnotation
,,1006793,1002003,1006791,org.intermine.model.bio.GOAnnotation
,,1006796,1006794,1006791,org.intermine.model.bio.GOAnnotation
,,1006798,1001223,1006791,org.intermine.model.bio.GOAnnotation
,,1006804,1001056,1006805,org.intermine.model.bio.GOAnnotation
,,1006835,1000478,1006836,org.intermine.model.bio.GOAnnotation
,,1006838,1001088,1006836,org.intermine.model.bio.GOAnnotation
,,1006845,1001859,1006846,org.intermine.model.bio.GOAnnotation
,,1006848,1001863,1006846,org.intermine.model.bio.GOAnnotation
,,1006850,1001676,1006846,org.intermine.model.bio.GOAnnotation
,,1006867,1006865,1006868,org.intermine.model.bio.GOAnnotation
,,1006870,1002175,1006868,org.intermine.model.bio.GOAnnotation
,,1006876,1001165,1006877,org.intermine.model.bio.GOAnnotation
,,1006879,1001169,1006877,org.intermine.model.bio.GOAnnotation
,,1006889,1006887,1006890,org.intermine.model.bio.GOAnnotation
,,1006893,1006891,1006890,org.intermine.model.bio.GOAnnotation
,,1006895,1001056,1006890,org.intermine.model.bio.GOAnnotation
,,1006933,1003367,1006934,org.intermine.model.bio.GOAnnotation
,,1006936,1001462,1006934,org.intermine.model.bio.GOAnnotation
,,1006938,1001676,1006934,org.intermine.model.bio.GOAnnotation
,,1006979,1002224,1006980,org.intermine.model.bio.GOAnnotation
,,1006996,1001251,1006997,org.intermine.model.bio.GOAnnotation
,,1007014,1001442,1007015,org.intermine.model.bio.GOAnnotation
,,1007017,1001223,1007015,org.intermine.model.bio.GOAnnotation
,,1007019,1001448,1007015,org.intermine.model.bio.GOAnnotation
,,1007021,1001451,1007015,org.intermine.model.bio.GOAnnotation
,,1007029,1001142,1007030,org.intermine.model.bio.GOAnnotation
,,1007033,1007031,1007030,org.intermine.model.bio.GOAnnotation
,,1007035,1002167,1007030,org.intermine.model.bio.GOAnnotation
,,1007054,1002020,1007055,org.intermine.model.bio.GOAnnotation
,,1007062,1002224,1007063,org.intermine.model.bio.GOAnnotation
,,1007066,1007064,1007063,org.intermine.model.bio.GOAnnotation
,,1007110,1001462,1007111,org.intermine.model.bio.GOAnnotation
,,1007119,1003367,1007120,org.intermine.model.bio.GOAnnotation
,,1007122,1002802,1007120,org.intermine.model.bio.GOAnnotation
,,1007124,1001676,1007120,org.intermine.model.bio.GOAnnotation
,,1007141,1001165,1007142,org.intermine.model.bio.GOAnnotation
,,1007144,1001088,1007142,org.intermine.model.bio.GOAnnotation
,,1007146,1003540,1007142,org.intermine.model.bio.GOAnnotation
,,1007152,1002795,1007153,org.intermine.model.bio.GOAnnotation
,,1007155,1001458,1007153,org.intermine.model.bio.GOAnnotation
,,1007157,1002802,1007153,org.intermine.model.bio.GOAnnotation
,,1007190,1001676,1007191,org.intermine.model.bio.GOAnnotation
,,1007194,1007192,1007191,org.intermine.model.bio.GOAnnotation
,,1007197,1007195,1007191,org.intermine.model.bio.GOAnnotation
,,1007216,1003043,1007217,org.intermine.model.bio.GOAnnotation
,,1007262,1002613,1007263,org.intermine.model.bio.GOAnnotation
,,1007265,1002688,1007263,org.intermine.model.bio.GOAnnotation
,,1007267,1002616,1007263,org.intermine.model.bio.GOAnnotation
,,1007273,1001742,1007274,org.intermine.model.bio.GOAnnotation
,,1007277,1007275,1007274,org.intermine.model.bio.GOAnnotation
,,1007283,1001742,1007284,org.intermine.model.bio.GOAnnotation
,,1007286,1007275,1007284,org.intermine.model.bio.GOAnnotation
,,1007305,1002374,1007306,org.intermine.model.bio.GOAnnotation
,,1007341,1007339,1007342,org.intermine.model.bio.GOAnnotation
,,1007344,1001428,1007342,org.intermine.model.bio.GOAnnotation
,,1007351,1007349,1007352,org.intermine.model.bio.GOAnnotation
,,1007355,1007353,1007352,org.intermine.model.bio.GOAnnotation
,,1007358,1007356,1007352,org.intermine.model.bio.GOAnnotation
,,1007385,1007383,1007386,org.intermine.model.bio.GOAnnotation
,,1007389,1007387,1007386,org.intermine.model.bio.GOAnnotation
,,1007392,1007390,1007386,org.intermine.model.bio.GOAnnotation
,,1007408,1003043,1007409,org.intermine.model.bio.GOAnnotation
,,1007416,1007414,1007417,org.intermine.model.bio.GOAnnotation
,,1007420,1007418,1007417,org.intermine.model.bio.GOAnnotation
,,1007426,1001165,1007427,org.intermine.model.bio.GOAnnotation
,,1007429,1005393,1007427,org.intermine.model.bio.GOAnnotation
,,1007441,1002802,1007442,org.intermine.model.bio.GOAnnotation
,,1007444,1001088,1007442,org.intermine.model.bio.GOAnnotation
,,1007469,1001873,1007470,org.intermine.model.bio.GOAnnotation
,,1007472,1001877,1007470,org.intermine.model.bio.GOAnnotation
,,1007474,1001748,1007470,org.intermine.model.bio.GOAnnotation
,,1007476,1001885,1007470,org.intermine.model.bio.GOAnnotation
,,1007479,1007477,1007470,org.intermine.model.bio.GOAnnotation
,,1007481,1001888,1007470,org.intermine.model.bio.GOAnnotation
,,1007487,1001251,1007488,org.intermine.model.bio.GOAnnotation
,,1007515,1001218,1007516,org.intermine.model.bio.GOAnnotation
,,1007518,1001223,1007516,org.intermine.model.bio.GOAnnotation
,,1007520,1001226,1007516,org.intermine.model.bio.GOAnnotation
,,1007522,1001229,1007516,org.intermine.model.bio.GOAnnotation
,,1007534,1001088,1007535,org.intermine.model.bio.GOAnnotation
,,1007543,1007541,1007544,org.intermine.model.bio.GOAnnotation
,,1007586,1001458,1007587,org.intermine.model.bio.GOAnnotation
,,1007612,1001428,1007613,org.intermine.model.bio.GOAnnotation
,,1007616,1007614,1007613,org.intermine.model.bio.GOAnnotation
,,1007619,1007617,1007613,org.intermine.model.bio.GOAnnotation
,,1007652,1001176,1007653,org.intermine.model.bio.GOAnnotation
,,1007655,1001180,1007653,org.intermine.model.bio.GOAnnotation
,,1007657,1001183,1007653,org.intermine.model.bio.GOAnnotation
,,1007663,1001859,1007664,org.intermine.model.bio.GOAnnotation
,,1007666,1001863,1007664,org.intermine.model.bio.GOAnnotation
,,1007669,1007667,1007664,org.intermine.model.bio.GOAnnotation
,,1007671,1001676,1007664,org.intermine.model.bio.GOAnnotation
,,1007692,1001142,1007693,org.intermine.model.bio.GOAnnotation
,,1007695,1006788,1007693,org.intermine.model.bio.GOAnnotation
,,1007697,1004138,1007693,org.intermine.model.bio.GOAnnotation
,,1007699,1001676,1007693,org.intermine.model.bio.GOAnnotation
,,1007702,1007700,1007693,org.intermine.model.bio.GOAnnotation
,,1007708,1002613,1007709,org.intermine.model.bio.GOAnnotation
,,1007711,1002688,1007709,org.intermine.model.bio.GOAnnotation
,,1007713,1002616,1007709,org.intermine.model.bio.GOAnnotation
,,1007737,1001664,1007738,org.intermine.model.bio.GOAnnotation
,,1007740,1001458,1007738,org.intermine.model.bio.GOAnnotation
,,1007742,1002031,1007738,org.intermine.model.bio.GOAnnotation
,,1007744,1001451,1007738,org.intermine.model.bio.GOAnnotation
,,1007750,1001088,1007751,org.intermine.model.bio.GOAnnotation
,,1007785,1000478,1007786,org.intermine.model.bio.GOAnnotation
,,1007788,1001912,1007786,org.intermine.model.bio.GOAnnotation
,,1007790,1001915,1007786,org.intermine.model.bio.GOAnnotation
,,1007792,1001918,1007786,org.intermine.model.bio.GOAnnotation
,,1007850,1006788,1007851,org.intermine.model.bio.GOAnnotation
,,1007854,1007852,1007851,org.intermine.model.bio.GOAnnotation
,,1007857,1007855,1007851,org.intermine.model.bio.GOAnnotation
,,1007859,1006794,1007851,org.intermine.model.bio.GOAnnotation
,,1007861,1001451,1007851,org.intermine.model.bio.GOAnnotation
,,1007878,1007876,1007879,org.intermine.model.bio.GOAnnotation
,,1007882,1007880,1007879,org.intermine.model.bio.GOAnnotation
,,1007885,1007883,1007879,org.intermine.model.bio.GOAnnotation
,,1007959,1007957,1007960,org.intermine.model.bio.GOAnnotation
,,1007971,1001142,1007972,org.intermine.model.bio.GOAnnotation
,,1007974,1001088,1007972,org.intermine.model.bio.GOAnnotation
,,1007980,1001458,1007981,org.intermine.model.bio.GOAnnotation
,,1007983,1001462,1007981,org.intermine.model.bio.GOAnnotation
,,1008025,1001442,1008026,org.intermine.model.bio.GOAnnotation
,,1008028,1001223,1008026,org.intermine.model.bio.GOAnnotation
,,1008134,1008132,1008135,org.intermine.model.bio.GOAnnotation
,,1008141,1001873,1008142,org.intermine.model.bio.GOAnnotation
,,1008145,1008143,1008142,org.intermine.model.bio.GOAnnotation
,,1008148,1008146,1008142,org.intermine.model.bio.GOAnnotation
,,1008150,1001676,1008142,org.intermine.model.bio.GOAnnotation
,,1008157,1008155,1008158,org.intermine.model.bio.GOAnnotation
,,1008161,1008159,1008158,org.intermine.model.bio.GOAnnotation
,,1008163,1007353,1008158,org.intermine.model.bio.GOAnnotation
,,1008193,1000478,1008194,org.intermine.model.bio.GOAnnotation
,,1008196,1001877,1008194,org.intermine.model.bio.GOAnnotation
,,1008199,1008197,1008194,org.intermine.model.bio.GOAnnotation
,,1008201,1000181,1008194,org.intermine.model.bio.GOAnnotation
,,1008204,1008202,1008194,org.intermine.model.bio.GOAnnotation
,,1008206,1001748,1008194,org.intermine.model.bio.GOAnnotation
,,1008222,1002795,1008223,org.intermine.model.bio.GOAnnotation
,,1008225,1002802,1008223,org.intermine.model.bio.GOAnnotation
,,1008236,1006649,1008237,org.intermine.model.bio.GOAnnotation
,,1008239,1001223,1008237,org.intermine.model.bio.GOAnnotation
,,1008241,1001451,1008237,org.intermine.model.bio.GOAnnotation
,,1008243,1005238,1008237,org.intermine.model.bio.GOAnnotation
,,1008274,1008272,1008275,org.intermine.model.bio.GOAnnotation
,,1008278,1008276,1008275,org.intermine.model.bio.GOAnnotation
,,1008290,1008288,1008291,org.intermine.model.bio.GOAnnotation
,,1008320,1002688,1008321,org.intermine.model.bio.GOAnnotation
,,1008327,1002613,1008328,org.intermine.model.bio.GOAnnotation
,,1008330,1002688,1008328,org.intermine.model.bio.GOAnnotation
,,1008332,1002616,1008328,org.intermine.model.bio.GOAnnotation
,,1008339,1008337,1008340,org.intermine.model.bio.GOAnnotation
,,1008342,1001873,1008340,org.intermine.model.bio.GOAnnotation
,,1008345,1008343,1008340,org.intermine.model.bio.GOAnnotation
,,1008352,1008350,1008353,org.intermine.model.bio.GOAnnotation
,,1008356,1008354,1008353,org.intermine.model.bio.GOAnnotation
,,1008359,1008357,1008353,org.intermine.model.bio.GOAnnotation
,,1008411,1001088,1008412,org.intermine.model.bio.GOAnnotation
,,1008414,1001462,1008412,org.intermine.model.bio.GOAnnotation
,,1008441,1002688,1008442,org.intermine.model.bio.GOAnnotation
,,1008463,1001176,1008464,org.intermine.model.bio.GOAnnotation
,,1008466,1001180,1008464,org.intermine.model.bio.GOAnnotation
,,1008468,1001183,1008464,org.intermine.model.bio.GOAnnotation
,,1008476,1002293,1008477,org.intermine.model.bio.GOAnnotation
,,1008479,1002374,1008477,org.intermine.model.bio.GOAnnotation
,,1008481,1005390,1008477,org.intermine.model.bio.GOAnnotation
,,1008493,1008491,1008494,org.intermine.model.bio.GOAnnotation
,,1008497,1008495,1008494,org.intermine.model.bio.GOAnnotation
,,1008500,1008498,1008494,org.intermine.model.bio.GOAnnotation
,,1008522,1001458,1008523,org.intermine.model.bio.GOAnnotation
,,1008525,1001462,1008523,org.intermine.model.bio.GOAnnotation
,,1008581,1001251,1008582,org.intermine.model.bio.GOAnnotation
,,1008658,1001458,1008659,org.intermine.model.bio.GOAnnotation
,,1008661,1001462,1008659,org.intermine.model.bio.GOAnnotation
,,1008667,1001458,1008668,org.intermine.model.bio.GOAnnotation
,,1008670,1001462,1008668,org.intermine.model.bio.GOAnnotation
,,1008686,1001873,1008687,org.intermine.model.bio.GOAnnotation
,,1008690,1008688,1008687,org.intermine.model.bio.GOAnnotation
,,1008693,1008691,1008687,org.intermine.model.bio.GOAnnotation
,,1008704,1001176,1008705,org.intermine.model.bio.GOAnnotation
,,1008707,1001180,1008705,org.intermine.model.bio.GOAnnotation
,,1008709,1001183,1008705,org.intermine.model.bio.GOAnnotation
,,1008748,1008746,1008749,org.intermine.model.bio.GOAnnotation
,,1008751,1004766,1008749,org.intermine.model.bio.GOAnnotation
,,1008753,1004770,1008749,org.intermine.model.bio.GOAnnotation
,,1008785,1008783,1008786,org.intermine.model.bio.GOAnnotation
,,1008788,1001873,1008786,org.intermine.model.bio.GOAnnotation
,,1008790,1002802,1008786,org.intermine.model.bio.GOAnnotation
,,1008793,1008791,1008786,org.intermine.model.bio.GOAnnotation
,,1008795,1001676,1008786,org.intermine.model.bio.GOAnnotation
,,1008811,1002224,1008812,org.intermine.model.bio.GOAnnotation
,,1008815,1008813,1008812,org.intermine.model.bio.GOAnnotation
,,1008818,1008816,1008812,org.intermine.model.bio.GOAnnotation
,,1008828,1008826,1008829,org.intermine.model.bio.GOAnnotation
,,1008832,1008830,1008829,org.intermine.model.bio.GOAnnotation
,,1008834,1004892,1008829,org.intermine.model.bio.GOAnnotation
,,1008858,1004295,1008859,org.intermine.model.bio.GOAnnotation
,,1008861,1001863,1008859,org.intermine.model.bio.GOAnnotation
,,1008863,1001676,1008859,org.intermine.model.bio.GOAnnotation
,,1008889,1001877,1008890,org.intermine.model.bio.GOAnnotation
,,1008892,1007192,1008890,org.intermine.model.bio.GOAnnotation
,,1008899,1001223,1008900,org.intermine.model.bio.GOAnnotation
,,1008931,1001056,1008932,org.intermine.model.bio.GOAnnotation
,,1008939,1003367,1008940,org.intermine.model.bio.GOAnnotation
,,1008942,1001462,1008940,org.intermine.model.bio.GOAnnotation
,,1008944,1001676,1008940,org.intermine.model.bio.GOAnnotation
,,1008987,1001442,1008988,org.intermine.model.bio.GOAnnotation
,,1008990,1001223,1008988,org.intermine.model.bio.GOAnnotation
,,1008992,1001448,1008988,org.intermine.model.bio.GOAnnotation
,,1008994,1001451,1008988,org.intermine.model.bio.GOAnnotation
,,1009014,1000478,1009015,org.intermine.model.bio.GOAnnotation
,,1009017,1001088,1009015,org.intermine.model.bio.GOAnnotation
,,1009064,1009062,1009065,org.intermine.model.bio.GOAnnotation
,,1009067,1003419,1009065,org.intermine.model.bio.GOAnnotation
,,1009069,1001056,1009065,org.intermine.model.bio.GOAnnotation
,,1009101,1001664,1009102,org.intermine.model.bio.GOAnnotation
,,1009104,1001458,1009102,org.intermine.model.bio.GOAnnotation
,,1009106,1002031,1009102,org.intermine.model.bio.GOAnnotation
,,1009108,1001223,1009102,org.intermine.model.bio.GOAnnotation
,,1009110,1001451,1009102,org.intermine.model.bio.GOAnnotation
,,1009131,1003043,1009132,org.intermine.model.bio.GOAnnotation
,,1009134,1001742,1009132,org.intermine.model.bio.GOAnnotation
,,1009141,1004152,1009142,org.intermine.model.bio.GOAnnotation
,,1009145,1009143,1009142,org.intermine.model.bio.GOAnnotation
,,1009148,1009146,1009142,org.intermine.model.bio.GOAnnotation
,,1009150,1001056,1009142,org.intermine.model.bio.GOAnnotation
,,1009152,1001676,1009142,org.intermine.model.bio.GOAnnotation
,,1009155,1009153,1009142,org.intermine.model.bio.GOAnnotation
,,1009194,1003527,1009195,org.intermine.model.bio.GOAnnotation
,,1009197,1003531,1009195,org.intermine.model.bio.GOAnnotation
,,1009199,1001873,1009195,org.intermine.model.bio.GOAnnotation
,,1009202,1009200,1009195,org.intermine.model.bio.GOAnnotation
,,1009204,1001223,1009195,org.intermine.model.bio.GOAnnotation
,,1009206,1001676,1009195,org.intermine.model.bio.GOAnnotation
,,1009222,1001458,1009223,org.intermine.model.bio.GOAnnotation
,,1009225,1001462,1009223,org.intermine.model.bio.GOAnnotation
,,1009231,1003527,1009232,org.intermine.model.bio.GOAnnotation
,,1009234,1003531,1009232,org.intermine.model.bio.GOAnnotation
,,1009236,1001165,1009232,org.intermine.model.bio.GOAnnotation
,,1009238,1001088,1009232,org.intermine.model.bio.GOAnnotation
,,1009240,1001056,1009232,org.intermine.model.bio.GOAnnotation
,,1009242,1003540,1009232,org.intermine.model.bio.GOAnnotation
,,1009244,1001676,1009232,org.intermine.model.bio.GOAnnotation
,,1009300,1000478,1009301,org.intermine.model.bio.GOAnnotation
,,1009343,1001458,1009344,org.intermine.model.bio.GOAnnotation
,,1009346,1002802,1009344,org.intermine.model.bio.GOAnnotation
,,1009348,1001088,1009344,org.intermine.model.bio.GOAnnotation
,,1009350,1001223,1009344,org.intermine.model.bio.GOAnnotation
,,1009356,1001165,1009357,org.intermine.model.bio.GOAnnotation
,,1009359,1001169,1009357,org.intermine.model.bio.GOAnnotation
,,1009394,1001251,1009395,org.intermine.model.bio.GOAnnotation
,,1009430,1000478,1009431,org.intermine.model.bio.GOAnnotation
,,1009434,1009432,1009431,org.intermine.model.bio.GOAnnotation
,,1009437,1009435,1009431,org.intermine.model.bio.GOAnnotation
,,1009440,1009438,1009431,org.intermine.model.bio.GOAnnotation
,,1009443,1009441,1009431,org.intermine.model.bio.GOAnnotation
,,1009446,1009444,1009431,org.intermine.model.bio.GOAnnotation
,,1009473,1003279,1009474,org.intermine.model.bio.GOAnnotation
,,1009476,1001462,1009474,org.intermine.model.bio.GOAnnotation
,,1009478,1001676,1009474,org.intermine.model.bio.GOAnnotation
,,1009494,1002613,1009495,org.intermine.model.bio.GOAnnotation
,,1009498,1009496,1009495,org.intermine.model.bio.GOAnnotation
,,1009500,1002616,1009495,org.intermine.model.bio.GOAnnotation
,,1009502,1001676,1009495,org.intermine.model.bio.GOAnnotation
,,1009508,1001176,1009509,org.intermine.model.bio.GOAnnotation
,,1009511,1001180,1009509,org.intermine.model.bio.GOAnnotation
,,1009513,1001183,1009509,org.intermine.model.bio.GOAnnotation
,,1009533,1002385,1009534,org.intermine.model.bio.GOAnnotation
,,1009536,1002389,1009534,org.intermine.model.bio.GOAnnotation
,,1009538,1001056,1009534,org.intermine.model.bio.GOAnnotation
,,1009606,1002613,1009607,org.intermine.model.bio.GOAnnotation
,,1009610,1009608,1009607,org.intermine.model.bio.GOAnnotation
,,1009617,1002795,1009618,org.intermine.model.bio.GOAnnotation
,,1009620,1002802,1009618,org.intermine.model.bio.GOAnnotation
,,1009622,1005433,1009618,org.intermine.model.bio.GOAnnotation
,,1009628,1005697,1009629,org.intermine.model.bio.GOAnnotation
,,1009631,1001636,1009629,org.intermine.model.bio.GOAnnotation
,,1009633,1001451,1009629,org.intermine.model.bio.GOAnnotation
,,1009639,1001142,1009640,org.intermine.model.bio.GOAnnotation
,,1009643,1009641,1009640,org.intermine.model.bio.GOAnnotation
,,1009646,1009644,1009640,org.intermine.model.bio.GOAnnotation
,,1009659,1009657,1009660,org.intermine.model.bio.GOAnnotation
,,1009662,1001251,1009660,org.intermine.model.bio.GOAnnotation
,,1009664,1001880,1009660,org.intermine.model.bio.GOAnnotation
,,1009666,1001888,1009660,org.intermine.model.bio.GOAnnotation
,,1009713,1002385,1009714,org.intermine.model.bio.GOAnnotation
,,1009716,1002389,1009714,org.intermine.model.bio.GOAnnotation
,,1009718,1002392,1009714,org.intermine.model.bio.GOAnnotation
,,1009720,1001056,1009714,org.intermine.model.bio.GOAnnotation
,,1009754,1003267,1009755,org.intermine.model.bio.GOAnnotation
,,1009758,1009756,1009755,org.intermine.model.bio.GOAnnotation
,,1009772,1001165,1009773,org.intermine.model.bio.GOAnnotation
,,1009776,1009774,1009773,org.intermine.model.bio.GOAnnotation
,,1009779,1009777,1009773,org.intermine.model.bio.GOAnnotation
,,1009786,1003367,1009787,org.intermine.model.bio.GOAnnotation
,,1009789,1001462,1009787,org.intermine.model.bio.GOAnnotation
,,1009791,1001676,1009787,org.intermine.model.bio.GOAnnotation
,,1009798,1001104,1009799,org.intermine.model.bio.GOAnnotation
,,1009854,1009852,1009855,org.intermine.model.bio.GOAnnotation
,,1009857,1002224,1009855,org.intermine.model.bio.GOAnnotation
,,1009859,1001915,1009855,org.intermine.model.bio.GOAnnotation
,,1009861,1001918,1009855,org.intermine.model.bio.GOAnnotation
,,1009902,1006649,1009903,org.intermine.model.bio.GOAnnotation
,,1009905,1001451,1009903,org.intermine.model.bio.GOAnnotation
,,1009907,1005238,1009903,org.intermine.model.bio.GOAnnotation
,,1009913,1002374,1009914,org.intermine.model.bio.GOAnnotation
,,1009921,1001176,1009922,org.intermine.model.bio.GOAnnotation
,,1009924,1003023,1009922,org.intermine.model.bio.GOAnnotation
,,1009926,1001183,1009922,org.intermine.model.bio.GOAnnotation
,,1009967,1001088,1009968,org.intermine.model.bio.GOAnnotation
,,1010041,1005031,1010042,org.intermine.model.bio.GOAnnotation
,,1010044,1001223,1010042,org.intermine.model.bio.GOAnnotation
,,1010046,1002167,1010042,org.intermine.model.bio.GOAnnotation
,,1010052,1007883,1010053,org.intermine.model.bio.GOAnnotation
,,1010099,1003338,1010100,org.intermine.model.bio.GOAnnotation
,,1010102,1001165,1010100,org.intermine.model.bio.GOAnnotation
,,1010128,1002688,1010129,org.intermine.model.bio.GOAnnotation
,,1010146,1010144,1010147,org.intermine.model.bio.GOAnnotation
,,1010149,1002385,1010147,org.intermine.model.bio.GOAnnotation
,,1010151,1002389,1010147,org.intermine.model.bio.GOAnnotation
